            exp1	            exp2	           exp10	          exp100	
        0.422354	        0.966215	         0.79342	        0.967741	
        0.787169	          1.7824	         1.01967	         1.08557	
         1.63299	         1.06548	        0.931086	        0.802326	
       0.0420969	        0.327135	         1.63627	         1.15961	
         4.52388	         2.26547	         1.35902	         1.26334	
        0.418902	        0.961981	        0.915374	        0.847313	
         2.74494	         1.40399	         1.09401	        0.894157	
         2.14243	         1.25544	        0.903769	         1.04996	
        0.895313	        0.469034	        0.920591	        0.944733	
         2.17781	         1.22313	          1.6049	         1.12753	
        0.479819	        0.403435	        0.713721	        0.890233	
        0.378676	        0.800039	         1.42101	         1.00403	
          1.0183	        0.725477	         1.54845	        0.946678	
        0.636816	         0.58728	        0.925927	        0.921566	
        0.433097	           1.049	         1.00229	        0.982147	
            1.86	          1.3695	         1.19083	         0.91192	
         1.51654	        0.783645	         1.05203	        0.989714	
        0.038837	        0.870316	         1.39085	         1.07308	
        0.444977	        0.562995	        0.728086	         1.20416	
        0.137148	        0.324885	        0.860673	        0.963525	
         5.03466	         2.52065	         1.15828	         1.13319	
          2.2879	         1.17598	        0.873076	        0.987417	
         0.68862	        0.425977	        0.613515	        0.932088	
        0.343184	        0.680757	         1.05832	          1.0198	
         1.94063	         1.20825	         1.02843	        0.998804	
         0.71708	        0.952604	         1.16776	         1.07369	
        0.436535	        0.305732	        0.894355	        0.908876	
        0.931094	        0.679202	        0.923601	        0.953069	
        0.858177	         1.19647	        0.712364	         1.00151	
        0.347778	         2.73463	         1.24402	        0.960325	
         0.20788	         1.24149	         1.55949	          1.1492	
         1.36906	         1.04034	        0.986379	        0.909917	
        0.160492	         1.48285	        0.622844	        0.856577	
         2.77272	         1.41113	        0.927237	        0.858625	
        0.217576	        0.224115	        0.564438	         1.03851	
       0.0742952	        0.123275	         1.05216	         1.04511	
         3.28404	         1.99559	        0.852641	         0.87405	
         2.39852	         3.00151	        0.870166	         1.06724	
        0.283407	         1.79039	         1.48936	        0.956246	
         2.99253	         1.86811	         1.19558	         1.11415	
        0.451707	        0.533551	         1.29637	         1.01905	
       0.0122082	        0.654362	         1.03255	        0.913255	
        0.043072	        0.140719	          1.3835	        0.973933	
         2.12436	         1.45436	          1.0812	        0.907883	
       0.0341659	        0.236005	        0.893176	        0.958074	
         1.28863	         1.06119	        0.815644	        0.814708	
        0.239838	        0.573301	        0.776088	         0.92791	
         2.23601	         1.92361	         1.15432	        0.998561	
         1.26722	         1.75654	        0.864515	         1.11093	
        0.681978	        0.395812	         1.10671	           1.012	
        0.944066	         0.49183	         1.05667	        0.899181	
        0.656909	        0.336027	        0.884548	        0.927188	
         1.23958	         0.63631	        0.862979	        0.976654	
        0.779602	         1.46144	        0.833283	         1.07072	
        0.763253	        0.890734	         1.05754	        0.935348	
       0.0268288	        0.481955	        0.501247	        0.996908	
         1.97668	         1.00808	        0.633055	        0.970968	
         1.29012	        0.914657	         1.13795	         1.02967	
        0.925789	        0.655099	        0.752079	        0.959786	
         1.22095	         1.08511	        0.767223	        0.930708	
         1.18949	         0.90186	        0.944509	         1.05753	
        0.968048	        0.564655	         1.35565	         1.18786	
        0.928278	        0.604715	        0.686134	        0.922819	
        0.202656	          0.4063	         1.25245	        0.823411	
          1.3469	        0.811705	         1.42883	        0.870385	
        0.773148	        0.704368	          1.4413	         1.06712	
       0.0992963	        0.737874	        0.590704	        0.909451	
          1.0296	        0.523999	         1.00557	        0.987823	
        0.729545	        0.804277	         1.26352	         1.08507	
         0.54608	         1.34554	        0.854025	          1.0681	
         1.34732	        0.894276	        0.668854	        0.893251	
          3.2108	         1.78524	          1.2288	         1.07199	
        0.132194	        0.874308	          1.3147	         0.92048	
        0.713259	        0.380698	         1.11698	        0.894444	
         2.45643	         1.55001	        0.896372	        0.968107	
       0.0466583	        0.225747	        0.535876	        0.815781	
       0.0246823	         1.27233	          1.0436	        0.940581	
          1.1597	        0.927305	        0.631914	        0.876829	
         0.58972	        0.822738	        0.985768	         1.09117	
         1.19782	        0.647077	         1.07507	        0.977083	
        0.131003	        0.305303	         1.31413	         1.05116	
        0.259642	         0.46233	         1.32012	        0.954756	
         2.25215	         2.15078	         1.05626	        0.960938	
         2.35345	         2.56149	         1.20456	         1.06536	
        0.453529	        0.456035	         1.04931	         1.07834	
        0.603178	         1.39147	         1.17661	        0.948895	
         0.26461	        0.685864	         1.37818	         1.06131	
         1.69012	         1.64455	         1.49557	         1.09475	
         1.26496	         1.06678	         1.09802	        0.909723	
         1.39118	         1.33811	         1.17187	          0.9899	
        0.249095	        0.413199	         1.06986	         1.05298	
          1.7194	        0.932756	        0.627253	        0.916418	
        0.653064	        0.364586	         1.42821	         1.14515	
        0.949116	         1.58175	         1.17528	         0.99084	
        0.985838	        0.708163	         1.07357	         1.06232	
         3.93594	         2.11523	         1.31796	        0.959406	
       0.0796943	        0.618155	         1.11443	         1.08584	
        0.717005	        0.813202	         1.40836	         1.10415	
       0.0925347	        0.679462	         1.40529	        0.967499	
          2.0565	         1.83273	         1.42623	         1.20057	
        0.148454	         0.13839	        0.968924	         1.06133	
        0.495057	         1.09195	         1.19003	        0.944191	
       0.0102456	        0.219912	        0.235033	        0.898569	
        0.962858	         0.78234	        0.742583	        0.953622	
        0.266844	        0.522973	         1.12774	        0.961997	
         1.57781	         1.05097	         1.13466	        0.996746	
        0.497767	        0.837727	          1.1948	        0.951579	
       0.0171246	         1.13282	         1.90023	         1.01744	
         1.06062	        0.618261	        0.826066	        0.922166	
         0.69041	         1.03494	         1.02403	          1.1261	
        0.644867	        0.400897	        0.837026	         1.09339	
        0.453578	        0.526664	         1.31271	         1.13868	
        0.891486	        0.794578	        0.736915	        0.975105	
        0.468821	        0.723595	        0.930441	        0.783939	
        0.247496	        0.353034	        0.753208	        0.815437	
        0.781467	        0.915148	         1.87113	         1.10157	
        0.849694	        0.613644	        0.583616	         1.08495	
         1.93381	         1.00409	        0.813341	        0.984458	
         4.25823	         2.23448	         1.36789	          1.0692	
        0.567776	         1.14741	         1.02988	         1.18558	
        0.945516	        0.787909	         1.20314	        0.842749	
         0.16944	        0.186535	        0.855658	         1.09981	
        0.895934	        0.450033	        0.959238	        0.871119	
         1.44006	        0.824797	        0.931581	         1.16836	
         1.78199	        0.903468	        0.827643	        0.942434	
        0.744007	        0.890847	         1.13013	        0.998492	
         1.60897	        0.891832	        0.548502	        0.866701	
        0.479676	        0.482418	        0.769636	         1.22391	
        0.141182	        0.142176	        0.563779	         1.06309	
        0.642214	        0.379508	        0.989002	        0.993818	
       0.0834869	        0.753642	        0.908168	         0.94979	
       0.0445157	        0.583707	        0.886947	        0.940088	
        0.198648	         1.94807	         1.93572	         1.01679	
       0.0286581	       0.0253527	         1.14721	         1.04703	
        0.428332	        0.834858	        0.979961	         1.13015	
        0.644823	        0.389192	        0.957452	        0.946634	
         1.15635	         1.34214	         1.20247	         1.03458	
        0.435459	        0.267041	        0.468932	         0.96763	
         1.15393	        0.862135	         1.17583	         1.16291	
        0.308417	        0.461673	        0.896117	         1.05091	
         3.95243	         2.45266	         1.76613	         1.02658	
         0.41198	        0.634943	        0.650876	        0.785608	
        0.813227	        0.437053	         1.27478	        0.880938	
         1.42859	         1.01525	        0.883998	         0.83094	
        0.611832	        0.404784	        0.645787	        0.886605	
        0.270139	         0.35333	        0.965088	        0.972445	
         1.22114	          0.8975	        0.816615	        0.899603	
        0.123422	        0.281144	        0.452436	        0.847546	
         2.64159	         1.56203	         1.81586	         1.15296	
         1.25396	         1.20545	         1.63659	         1.14943	
         3.03371	         1.63244	          1.4734	          1.1274	
       0.0148349	         0.25773	         0.92298	        0.942576	
         0.91145	        0.743805	         1.21958	        0.944372	
         1.09166	        0.784916	        0.922025	         1.17037	
        0.232048	        0.163566	         1.23052	         0.89929	
         7.05586	         4.89911	         1.74252	         1.09402	
          1.1432	        0.767246	         1.00415	        0.862054	
        0.107338	         2.21427	         1.38902	         1.03662	
         1.73072	         1.39995	        0.756041	         1.06974	
       0.0628286	       0.0351232	        0.579942	         0.88943	
         2.36234	         1.25033	         0.80587	         1.04144	
       0.0056472	        0.113228	         1.28197	         1.05085	
        0.156562	        0.089879	        0.852835	         1.18126	
         4.46331	         2.98668	         1.50023	        0.987103	
         2.59489	         1.56303	        0.932218	         1.02991	
     0.000415103	        0.218422	        0.807547	        0.925445	
        0.193244	        0.142114	        0.545233	        0.921174	
        0.440427	        0.275299	        0.785007	          1.0238	
        0.222993	        0.287956	        0.636602	        0.932327	
         1.15022	        0.895944	        0.653153	        0.916457	
         0.24301	        0.428245	        0.657407	        0.991301	
       0.0579154	        0.721671	         1.54549	          1.1342	
      0.00295704	        0.527338	        0.813135	        0.930655	
         1.15428	        0.957251	         1.11428	         1.16006	
        0.328483	        0.629065	        0.815593	        0.814556	
        0.582466	         0.56044	         1.06454	        0.947244	
       0.0640207	        0.463828	        0.725465	         1.12282	
        0.394291	        0.291844	        0.639614	        0.958619	
       0.0987923	         2.35311	        0.812817	        0.965288	
         1.59082	         1.53635	        0.794813	        0.850994	
         1.99436	         1.73083	         1.22668	        0.976259	
        0.231107	        0.323185	        0.515964	         1.00787	
        0.225918	         1.71164	        0.573064	        0.942858	
         1.08543	        0.936274	        0.915793	          0.7494	
       0.0782873	        0.126967	        0.778478	         1.00855	
         4.28318	         2.54976	         1.15675	        0.892414	
         1.80649	         1.40178	         1.06225	        0.935102	
       0.0486074	       0.0906818	         1.06036	        0.919341	
         1.82034	         1.01985	        0.941714	         1.13379	
         2.72176	         1.36303	         1.46762	         1.07856	
         2.27232	         1.35317	         1.30737	         1.04845	
        0.926935	        0.749026	        0.804192	         1.18033	
        0.198233	         1.70455	         1.06847	        0.993807	
         3.08011	         1.57395	        0.970416	         1.08616	
         2.83147	          2.2156	         1.18133	        0.982193	
        0.213143	         3.08124	         1.17512	         1.02062	
        0.681143	         1.41223	          1.0143	        0.940405	
        0.435327	        0.650356	        0.697903	         1.13291	
        0.169362	        0.328793	         1.08188	         1.06284	
         2.25944	         1.73849	         1.06007	         1.07603	
        0.395853	        0.223298	          1.0393	         1.12275	
         1.39592	        0.723108	        0.748697	        0.972619	
         1.77353	         1.03104	         1.38474	        0.858716	
        0.610282	        0.323982	         0.82751	         1.18892	
         1.18825	        0.955537	         1.05547	        0.938651	
        0.710891	        0.610504	         1.07825	          1.0749	
       0.0116016	       0.0396328	        0.598207	         1.09032	
        0.562581	         1.58801	        0.984209	        0.921764	
        0.270137	        0.226598	         1.32696	        0.893317	
         1.12874	        0.930795	        0.634515	        0.967406	
         0.37343	           1.983	        0.973294	         1.02699	
         0.34876	        0.709838	         1.26997	         1.05962	
         2.02948	         1.62348	         1.00518	        0.912896	
         1.87613	         1.10474	        0.719199	         1.09135	
       0.0513491	        0.778268	         1.44267	         1.08852	
         1.06201	         2.01739	        0.868624	        0.962686	
         1.38523	         1.78507	        0.914098	        0.981023	
         1.12977	         1.43723	         1.12949	         1.02404	
       0.0100024	         0.34012	        0.952606	         1.09073	
         1.88346	         1.09263	          1.0407	        0.978753	
        0.626761	         1.12906	        0.963035	        0.897997	
        0.251384	        0.573194	        0.940686	        0.889584	
        0.702278	         0.99393	         1.37158	          1.1881	
         0.40312	        0.494428	        0.823149	        0.998791	
      0.00996481	         1.59788	         1.16712	         1.00154	
        0.739552	         1.02553	        0.942876	        0.967255	
         1.12433	        0.667516	        0.934348	        0.976958	
        0.983443	         2.24967	        0.906127	        0.834484	
        0.992355	        0.596562	         1.04895	         0.91633	
        0.914167	        0.684725	         1.46476	        0.945797	
         4.38043	         2.40751	         1.00843	         1.01923	
        0.188308	         0.24923	        0.705464	        0.835574	
        0.753161	        0.500777	        0.566058	         1.00981	
      0.00661156	         0.39648	         1.69839	         0.95042	
         1.62973	         1.87207	         1.23639	         1.17981	
         1.71201	         0.95239	         1.33757	         1.08858	
        0.182144	         1.94976	        0.875595	         0.92761	
        0.452632	        0.636054	         1.41368	        0.929512	
        0.303094	        0.183363	        0.547538	         1.11673	
          1.8581	         1.52554	        0.987613	        0.991015	
       0.0557273	        0.391072	        0.402018	        0.907819	
        0.614442	         1.22827	         1.17734	        0.865527	
       0.0886629	         1.48009	          1.0555	         1.22313	
        0.205748	        0.127092	        0.302845	        0.977643	
       0.0896034	        0.586153	        0.577063	         1.01835	
        0.338877	         1.09311	         1.68463	         1.04126	
        0.814977	        0.887373	        0.745183	        0.896552	
        0.295954	        0.359674	        0.627793	        0.945631	
       0.0992207	       0.0970133	        0.945106	        0.835004	
       0.0396063	         1.09287	         1.53729	         1.29985	
          1.6727	         1.03973	          1.1196	        0.950496	
        0.115261	        0.203872	        0.616855	         0.99937	
        0.187651	        0.133539	        0.308567	        0.870055	
         3.10285	         2.06557	        0.638681	        0.774941	
        0.961748	        0.906249	        0.979454	        0.985527	
        0.655288	         0.61811	        0.884521	          1.0215	
         3.35221	         1.70317	          1.0171	        0.940593	
        0.163947	         0.14102	        0.333011	        0.860263	
        0.973143	         1.45473	         1.14574	        0.933738	
        0.369923	        0.385643	        0.648166	        0.945409	
        0.427608	         1.95023	         1.34839	         1.20627	
         3.55032	         3.08078	         1.66276	        0.949079	
         2.09576	          1.2355	         1.65284	         1.17364	
        0.585495	        0.445291	        0.995588	        0.844661	
        0.303812	        0.783895	        0.783241	        0.948595	
         2.49297	         1.26367	        0.513375	        0.978468	
         1.07549	        0.618324	         1.01407	        0.998625	
         1.35609	         1.15325	        0.795525	        0.984906	
         2.70243	          1.8068	        0.973461	        0.901624	
        0.512831	         1.00174	         1.39251	        0.980291	
          4.0538	         2.17592	         1.03473	        0.987798	
        0.471383	         1.01195	        0.719625	        0.969623	
         1.65603	         1.74422	         1.58073	         1.06214	
         2.10249	         1.35017	         1.08919	         1.13591	
         0.95388	        0.597493	        0.795374	        0.972045	
        0.611769	        0.442142	          1.1252	        0.898058	
        0.313767	        0.448413	        0.683961	        0.961745	
         1.48444	        0.753514	         1.41943	         1.08208	
        0.251022	        0.281895	         1.44056	        0.915157	
        0.142487	        0.104576	        0.815604	        0.826662	
        0.355886	        0.230447	        0.957506	        0.790808	
        0.063502	        0.208547	        0.572626	         1.23851	
         3.44643	         1.92346	         1.22708	        0.989836	
        0.994887	        0.887152	        0.956162	         1.14093	
         1.24394	         1.17139	        0.752127	        0.977113	
        0.701972	        0.441684	        0.602984	        0.898787	
         0.41044	        0.396427	        0.603833	        0.882267	
         1.33249	         1.00125	        0.709007	         1.11125	
        0.112321	        0.454699	        0.756433	          1.0296	
        0.203536	        0.358706	        0.391437	        0.993512	
        0.223424	        0.900858	        0.771807	        0.933659	
        0.899793	        0.540273	         0.86111	         1.02146	
        0.611348	        0.840256	        0.581873	         0.93777	
         1.80961	         1.10529	        0.787363	         1.05218	
         1.17121	        0.642739	         1.31503	        0.975823	
         4.37995	         4.69046	         2.24962	         1.16489	
       0.0460728	        0.124583	        0.744158	         0.99685	
       0.0674773	       0.0904169	        0.916835	         1.11471	
         1.52541	        0.793261	         1.26672	          1.0572	
        0.704124	        0.592332	        0.798399	        0.938676	
        0.369294	        0.677366	        0.694421	        0.888776	
        0.346756	        0.416466	        0.684085	        0.903239	
         1.60248	         1.13727	         1.27749	         1.03512	
        0.985646	        0.593799	          1.4603	          1.1463	
         0.27966	        0.304677	         0.96325	        0.884581	
        0.446207	        0.313678	        0.808902	        0.987326	
        0.361693	        0.569722	        0.997202	        0.947656	
        0.331706	        0.497251	        0.648674	         1.05104	
        0.117585	        0.122078	         1.01707	        0.963644	
        0.309763	         0.31686	        0.753357	         1.14467	
         1.86137	         1.07976	         1.22136	        0.960129	
          0.4494	        0.757967	         1.15784	        0.865265	
         1.25175	         1.27608	        0.923139	         1.03438	
        0.512099	        0.443818	        0.749412	        0.917744	
        0.278262	        0.615941	        0.599583	        0.942136	
        0.925792	         1.04952	         1.15473	         1.06618	
         0.38559	        0.204383	        0.938615	        0.898093	
        0.999717	        0.686813	         2.13373	         1.16935	
         3.14742	         1.69249	         1.11778	         1.14349	
        0.121284	        0.154662	          1.0137	        0.981719	
           1.234	        0.708678	          1.1192	          1.1673	
        0.398228	        0.865485	        0.737566	        0.844815	
        0.917213	        0.562436	         1.37044	        0.997894	
        0.193523	        0.706223	        0.814672	        0.971996	
          2.8287	         1.96436	        0.900793	        0.985591	
        0.322291	        0.484097	        0.844051	         1.09138	
         1.52764	        0.875592	         1.29084	        0.932328	
       0.0408225	          1.1268	        0.875471	        0.999678	
        0.745107	        0.710057	        0.913411	        0.972542	
         1.44381	        0.761975	        0.694179	        0.898289	
         1.91454	         1.37977	        0.792482	         1.19401	
         4.16467	           2.111	        0.857933	        0.893893	
         2.45448	         1.56663	        0.542205	        0.897377	
       0.0767273	         1.26738	        0.970761	         1.09036	
        0.175985	        0.283976	         1.02402	          1.0552	
        0.341982	        0.778207	        0.929461	         1.01254	
       0.0171562	         1.38728	        0.910882	         1.04439	
       0.0326465	        0.715625	        0.939959	        0.903593	
        0.768145	        0.613952	        0.967976	        0.953214	
       0.0204506	        0.285708	        0.814423	         1.11468	
         2.70261	         2.31127	         1.11488	         1.08989	
        0.263371	        0.419333	        0.951446	         1.20976	
        0.854864	        0.696544	          1.1583	         1.13518	
       0.0514848	        0.503307	         1.00368	         1.04516	
         1.52024	         1.85171	        0.974452	        0.852721	
        0.505592	        0.363991	        0.924618	        0.836076	
        0.154819	        0.530091	         1.65562	         1.04007	
         2.20307	         1.42363	         0.72719	        0.980622	
         1.03355	        0.942893	        0.859272	          1.0034	
         2.42332	         1.39942	         1.27044	         1.14382	
        0.631766	        0.655451	         1.24801	         0.88065	
        0.218557	        0.303442	        0.465885	        0.993424	
         1.29477	        0.832873	        0.700445	        0.847877	
         2.30703	         1.23082	         1.63503	         1.11788	
         3.51427	         1.93951	         1.90724	        0.898356	
         1.83207	         1.05051	        0.736588	        0.982689	
        0.235168	        0.145703	         1.14039	         1.00806	
         1.76391	         1.53686	         1.09605	         1.05429	
         0.72276	         2.01183	         1.31633	        0.941315	
         1.80513	         1.17921	        0.693359	        0.929099	
        0.762098	         1.03579	         1.18984	         1.03759	
        0.252241	        0.252032	         1.51566	         1.24128	
       0.0685053	        0.589977	        0.945598	         1.12909	
       0.0410504	        0.619684	        0.784859	         1.04639	
        0.356641	         1.53182	         1.76549	        0.993148	
         2.23717	         1.16876	        0.993467	        0.836943	
        0.577851	        0.315698	        0.488622	         0.79125	
        0.203637	        0.270751	        0.821261	        0.959403	
        0.531419	        0.760133	        0.645039	        0.994099	
         0.66778	        0.411432	         1.69928	         1.12436	
        0.727845	        0.869896	        0.765559	        0.953455	
        0.591757	         0.42779	         1.37739	         1.06534	
         1.38343	         1.11986	         1.05161	        0.869079	
       0.0923047	          0.8781	          1.2631	         1.04279	
        0.147658	        0.146476	         1.12571	        0.997177	
        0.797067	        0.520398	        0.557184	         1.15941	
        0.626405	        0.426849	        0.701618	          0.9621	
        0.141496	        0.148425	        0.706816	        0.841163	
         2.58498	         1.31568	         1.44179	         1.06229	
        0.313239	         0.43584	         1.39711	        0.983074	
        0.368443	        0.201157	         1.11856	         1.08982	
        0.828154	        0.621327	         1.19628	        0.811267	
         0.65539	        0.642064	         1.11435	        0.910094	
         1.25731	         1.07738	         1.28722	         1.21245	
         5.28975	         3.07608	         1.07084	         1.07458	
          1.9757	         1.76468	         1.34999	         1.00571	
        0.166216	        0.386168	         1.09387	        0.920665	
         2.51922	         1.40164	         1.22208	         1.14963	
        0.250196	        0.468163	         0.45589	        0.936442	
         0.51324	        0.388102	        0.475148	        0.755797	
         0.57423	        0.367627	        0.828102	        0.779839	
         1.39039	         1.16518	         1.05393	        0.963745	
         0.14008	        0.661807	        0.971442	         0.99895	
        0.286668	        0.181832	         0.53456	        0.964638	
        0.190262	        0.791551	         0.65536	        0.952391	
        0.486547	        0.989416	        0.746949	         1.05703	
         1.17349	         1.24183	         1.41451	         1.05986	
         1.15058	         0.75819	        0.606523	         1.05682	
         2.69159	         1.40067	         1.12683	        0.955797	
        0.156024	        0.550657	         1.25086	        0.996559	
        0.344652	         0.43647	        0.925192	        0.882604	
         1.82787	         1.21147	         1.58169	        0.947768	
        0.175854	        0.157915	        0.687222	        0.876266	
         0.23069	        0.465896	        0.907082	         1.02169	
         1.18094	        0.970695	        0.819938	         1.10672	
         0.39263	        0.482425	         1.34119	         1.02931	
        0.272314	        0.314025	        0.891407	         1.07241	
         0.32234	        0.452573	        0.829559	          1.0085	
        0.186595	        0.568995	        0.894516	         0.97678	
        0.747389	        0.941145	        0.659966	         1.15949	
         2.30641	         1.15427	         1.15701	         1.12667	
         1.12224	         1.59744	         1.29383	        0.958715	
       0.0899642	        0.915942	        0.792196	         1.16822	
         1.22066	        0.766138	         0.73787	        0.849621	
        0.872885	        0.795196	         1.02901	        0.988292	
        0.681914	         1.41446	        0.938092	         1.01959	
        0.204831	        0.477779	          1.0068	         1.00244	
         1.02851	        0.867735	         1.04433	         1.15854	
         3.99372	         4.18101	         1.90752	          1.0223	
        0.678745	         1.13134	         1.22136	          1.0137	
        0.630468	        0.839857	         1.07527	         1.00399	
        0.412391	         1.16948	        0.628206	        0.925559	
        0.181016	        0.474828	        0.399319	        0.846015	
        0.797996	        0.455933	         1.05239	        0.970291	
         1.05139	         1.47179	         1.13194	          1.2035	
        0.670393	        0.999858	        0.526438	         1.03457	
        0.378406	        0.356343	         1.12063	         1.04757	
          2.6136	         1.33212	         1.13059	        0.956051	
         1.85303	         0.96067	        0.943526	        0.991122	
         1.35376	        0.950845	         1.05632	         1.13593	
         1.72779	         2.02138	         1.02301	        0.872636	
         1.41304	        0.743882	         1.67056	         1.04054	
        0.341327	         1.04533	         1.26358	         1.02452	
       0.0708452	         0.74774	        0.911452	        0.963125	
       0.0409871	         0.27257	         0.96408	         1.16283	
        0.679227	         1.31975	         1.44544	         1.06589	
         1.66887	         1.44879	         1.42425	         1.16777	
        0.325433	        0.518883	          0.9586	         1.05903	
        0.163194	         1.22772	        0.642059	         1.02058	
         0.13812	       0.0774359	        0.736367	        0.972869	
        0.162847	         1.76667	         1.31389	         1.06819	
        0.642902	        0.843133	         1.17354	          0.9845	
       0.0614474	        0.353826	        0.932938	         1.00049	
         0.50407	        0.538431	         1.04908	         1.03382	
         1.19039	         1.07604	         1.44373	         1.06089	
       0.0152903	        0.235039	        0.588102	        0.992784	
        0.133861	       0.0779625	        0.984818	         1.00367	
         1.32241	         1.14334	        0.914896	         1.07503	
        0.671883	        0.892631	         0.61319	        0.984376	
          1.4231	         1.19932	        0.995803	        0.878855	
        0.133952	        0.295377	        0.748067	        0.928708	
        0.357919	        0.230316	        0.940246	        0.992824	
         1.75329	          1.9235	          1.5288	          1.0093	
         1.06772	         1.45832	         1.32024	        0.904339	
         2.67034	         2.04888	         1.26755	        0.956281	
         1.29995	         2.08544	         1.00035	        0.934049	
         1.30748	         1.46882	         1.04007	         1.03701	
        0.229227	        0.255755	           1.272	          1.0064	
         1.10087	         1.36431	        0.771642	        0.931391	
        0.881758	        0.741343	         1.13253	        0.913668	
       0.0240327	        0.354713	           0.393	         0.94988	
        0.255032	         0.16859	        0.744478	         1.08999	
       0.0477231	       0.0963672	        0.666772	         1.09665	
         2.98432	         1.54948	        0.855711	        0.904511	
        0.285453	         1.29376	        0.785282	        0.985593	
         1.06106	         1.20358	        0.731265	         1.01134	
        0.481465	        0.353397	        0.840705	          1.1365	
          3.2131	          1.7673	         1.20917	        0.892529	
        0.259659	        0.182011	        0.687104	         1.06896	
        0.856025	         2.23827	        0.884691	        0.935424	
        0.650487	        0.520258	        0.827975	         1.02392	
        0.725274	        0.755167	        0.675341	         1.00811	
        0.535731	        0.727565	        0.787249	        0.926827	
       0.0177753	        0.635997	         0.67046	         1.02974	
         4.29934	         3.74108	         1.34904	         1.00098	
        0.305577	        0.161577	        0.603194	        0.944735	
          0.2356	         2.22321	         1.27803	         1.12738	
         1.66414	         1.92221	        0.927294	        0.912065	
        0.585483	        0.451178	         1.12195	        0.996906	
         1.05914	         1.57899	        0.752141	        0.897366	
        0.056625	        0.657038	        0.754151	        0.881445	
        0.239798	        0.151815	        0.970143	        0.997649	
         0.68246	        0.507342	         0.82848	        0.956963	
        0.500388	         0.47282	        0.942035	         1.04156	
        0.335181	        0.372497	        0.615252	         1.04757	
        0.595346	        0.351197	        0.658798	        0.852491	
         1.64371	         1.01177	        0.840274	        0.936494	
         3.20677	         2.43572	         1.29629	        0.953977	
        0.403982	        0.355719	         1.18097	        0.971198	
        0.916326	         2.47575	         1.52951	        0.907222	
         2.19408	         1.20643	         1.35754	         1.06573	
        0.902461	         1.76118	        0.785718	         1.00233	
        0.107049	        0.440564	        0.774768	         0.87743	
        0.823716	        0.631669	         1.17464	         1.29665	
        0.111091	        0.376922	        0.771446	        0.926795	
        0.572315	         1.36907	         1.05324	         0.95518	
         2.30122	         2.19612	         1.41255	         1.03835	
        0.687071	        0.345434	        0.475261	         1.15396	
        0.136661	        0.480299	        0.964679	          1.0158	
          1.8975	          1.0279	        0.835848	        0.829785	
         1.12098	          1.6009	         1.87597	         1.11817	
        0.278288	        0.292768	         1.32954	         1.07075	
        0.107945	        0.254896	         0.80967	         1.00832	
          3.5446	         2.44656	        0.891862	         1.06013	
        0.130875	          1.4544	        0.788663	         1.13551	
        0.821941	        0.672418	        0.628688	         1.00505	
       0.0894065	        0.715187	        0.506752	         1.09582	
         1.63972	        0.972873	         1.02515	         1.24243	
       0.0851315	         0.13995	        0.606291	        0.891974	
         0.77363	        0.827751	        0.549491	        0.899566	
        0.685346	        0.465405	         0.76303	         1.04071	
        0.664476	        0.564688	        0.680827	         1.05763	
        0.175529	        0.111564	        0.686202	         1.02239	
         1.15893	         1.26735	         1.63853	        0.952477	
        0.219745	        0.981565	        0.756579	         1.23439	
         0.69731	         1.19598	        0.936134	        0.979415	
        0.740903	        0.662806	        0.866371	        0.957718	
        0.590501	        0.381144	        0.835083	        0.947014	
        0.972246	         1.17836	         1.00139	         1.00739	
         1.05028	         2.69226	        0.969818	        0.902704	
         1.46377	          1.0649	        0.726418	        0.929338	
         1.11266	        0.607806	         1.01872	         1.12386	
        0.464289	        0.405361	         1.12432	         1.00002	
        0.310033	         0.30476	        0.518525	         1.02354	
         1.42676	         1.78531	         1.15185	         1.17318	
         1.47694	         1.74214	         1.11903	        0.952032	
         1.59252	         1.40481	        0.765768	         0.92643	
      0.00573713	        0.199084	        0.892865	         1.07895	
         1.52928	         1.36568	        0.987845	         1.26114	
        0.141707	        0.238916	        0.909444	         0.89677	
       0.0405191	        0.203634	         1.03412	         1.15876	
        0.445705	        0.260676	         1.30765	         1.01978	
        0.477264	        0.484396	         1.07597	        0.857192	
        0.647561	        0.456435	        0.837465	         1.00317	
        0.364119	        0.792451	         1.08252	         1.17405	
        0.484471	        0.987944	        0.888682	         1.06429	
        0.636207	        0.337837	         1.08115	         0.97272	
        0.128812	        0.669925	         0.49339	        0.950176	
        0.118698	       0.0698149	        0.484702	        0.885743	
        0.492224	        0.591004	        0.825194	        0.902652	
         1.56349	        0.787101	         1.33226	         1.05075	
         1.14844	        0.649835	        0.733647	        0.842785	
         2.93567	         1.59554	         1.05244	        0.999211	
         1.70189	         1.01599	        0.517308	         1.02493	
        0.142593	          0.3751	         1.04855	         0.92519	
        0.732432	        0.538128	        0.668754	         1.00038	
       0.0527086	        0.646286	        0.657348	         1.00656	
        0.146872	       0.0795607	        0.539136	         1.03848	
        0.469756	        0.825071	        0.999913	        0.986836	
         1.36858	         1.44631	         1.59656	         1.05291	
        0.793104	        0.407643	         1.02384	        0.954647	
         0.87459	         1.37135	         1.13273	         1.03869	
         1.20918	        0.725895	        0.642306	        0.880574	
         0.93877	        0.470367	         0.87679	        0.992211	
        0.358229	        0.899345	        0.826916	        0.814622	
        0.286163	         1.15294	        0.900544	         0.88808	
